fighter,total_fights,wins,losses,win_rate,ko_wins,sub_wins,dec_wins,ko_losses,sub_losses,dec_losses,ko_rate,sub_rate,dec_rate,finish_rate,current_streak,best_win_streak,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,height,reach,age,stance,wc_ranked,current_rank
Alibi Idiris,1,0,1,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,-1,0,3.47,0.5,3.6,0.53,0.0,0.0,0.6,0.0,66.0,68.0,31.3,0.0,,99.0
Roman Dolidze,13,9,4,0.6923076923076923,5,0,4,0,1,3,0.5555555555555556,0.0,0.4444444444444444,0.5555555555555556,2,4,3.41,0.41,3.72,0.48,0.99,0.39,0.26,0.8,74.0,76.0,37.6,0.0,Middleweight,12.0
Anthony Hernandez,11,9,2,0.8181818181818182,2,5,2,1,1,0,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.7777777777777778,-1,8,4.59,0.62,2.53,0.49,6.46,0.48,0.68,1.8,72.0,75.0,32.3,0.0,Middleweight,4.0
Steve Erceg,7,4,3,0.5714285714285714,1,0,3,1,0,2,0.25,0.0,0.75,0.25,3,3,4.0,0.45,3.79,0.52,1.15,0.27,0.62,0.4,68.0,68.0,30.6,0.0,Flyweight,10.0
Ode Osbourne,12,5,7,0.4166666666666667,3,0,2,2,3,2,0.6,0.0,0.4,0.6,-1,2,3.07,0.41,3.43,0.47,1.09,0.3,0.66,0.5,67.0,73.0,34.1,1.0,,99.0
Iasmin Lucindo,7,5,2,0.7142857142857143,0,1,4,0,0,2,0.0,0.2,0.8,0.2,-1,4,3.22,0.45,2.8,0.62,2.28,0.55,0.68,0.1,63.0,66.0,24.1,0.0,Women's Strawweight,7.0
Christian Rodriguez,9,5,4,0.5555555555555556,0,1,4,0,1,3,0.0,0.2,0.8,0.2,-1,4,3.85,0.5,2.85,0.56,1.75,0.4,0.67,1.1,67.0,71.0,28.2,0.0,,99.0
Andre Fili,25,14,11,0.56,4,0,9,3,3,5,0.2857142857142857,0.0,0.6428571428571429,0.2857142857142857,1,2,3.87,0.37,4.23,0.51,2.22,0.45,0.71,0.2,71.0,74.0,35.6,0.0,,99.0
Eryk Anders,19,10,9,0.5263157894736842,5,0,4,2,1,6,0.5,0.0,0.4,0.5,2,2,3.51,0.48,4.09,0.5,1.75,0.24,0.8,0.1,73.0,75.0,38.8,1.0,,99.0
Elijah Smith,2,2,0,1.0,1,0,1,0,0,0,0.5,0.0,0.5,0.5,2,2,4.45,0.47,3.4,0.47,3.51,0.53,0.57,0.9,69.0,71.0,23.4,0.0,,99.0
Toshiomi Kazama,4,1,3,0.25,0,1,0,3,0,0,0.0,1.0,0.0,1.0,-2,1,1.49,0.53,4.56,0.38,1.94,0.16,0.66,1.0,67.0,69.0,28.8,0.0,,99.0
Joselyne Edwards,11,7,4,0.6363636363636364,2,1,4,0,0,4,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.42857142857142855,1,3,4.73,0.53,3.28,0.5,1.29,0.38,0.61,0.5,68.0,70.0,30.4,0.0,Women's Bantamweight,14.0
Gilbert Urbina,4,1,3,0.25,1,0,0,2,1,0,1.0,0.0,0.0,1.0,-1,1,5.57,0.56,4.62,0.44,2.86,0.44,0.0,0.7,75.0,75.0,29.9,0.0,,99.0
Julija Stoliarenko,9,2,7,0.2222222222222222,0,2,0,2,1,4,0.0,1.0,0.0,1.0,-4,1,2.74,0.38,4.45,0.46,0.78,0.2,0.54,1.4,67.0,66.0,32.9,0.0,,99.0
Gabriella Fernandes,5,3,2,0.6,0,1,2,0,0,2,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,-2,3,3.56,0.48,5.19,0.52,0.44,0.18,0.68,0.2,66.0,66.0,32.5,1.0,Women's Flyweight,15.0
Esteban Ribovics,6,4,2,0.6666666666666666,1,0,3,0,0,2,0.25,0.0,0.75,0.25,-1,3,8.09,0.43,6.3,0.54,0.39,0.66,0.7,0.2,70.0,69.0,29.8,0.0,,99.0
Elves Brener,6,3,3,0.5,2,0,1,1,0,2,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,3,3,4.76,0.47,5.86,0.5,0.99,0.16,0.76,0.0,70.0,72.0,28.4,0.0,,99.0
Nora Cornolle,5,3,2,0.6,1,1,1,0,0,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,2,2,2.75,0.54,1.98,0.58,0.25,0.11,0.47,0.2,67.0,67.0,36.2,0.0,Women's Bantamweight,12.0
Karol Rosa,12,8,4,0.6666666666666666,0,0,8,0,0,4,0.0,0.0,1.0,0.0,4,4,5.88,0.56,4.59,0.49,1.17,0.48,0.7,0.2,65.0,67.0,31.1,0.0,Women's Bantamweight,9.0
Elizeu Zaleski dos Santos,18,11,7,0.6111111111111112,4,1,6,3,0,4,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.45454545454545453,-1,7,4.16,0.41,3.56,0.55,0.79,0.2,0.67,0.4,71.0,73.0,39.2,0.0,,99.0
Danny Silva,3,2,1,0.6666666666666666,0,0,2,0,0,1,0.0,0.0,1.0,0.0,2,2,6.67,0.55,7.47,0.61,2.0,0.33,0.81,0.2,71.0,70.0,29.0,2.0,,99.0
Nathan Fletcher,3,1,2,0.3333333333333333,0,1,0,1,0,1,0.0,1.0,0.0,1.0,1,1,3.41,0.59,2.16,0.57,3.37,0.38,0.5,0.7,67.0,70.0,28.1,0.0,,99.0
Rinya Nakamura,5,4,1,0.8,2,0,2,0,0,1,0.5,0.0,0.5,0.5,3,3,3.27,0.52,1.72,0.63,2.58,0.81,1.0,1.4,67.0,68.0,30.9,1.0,,99.0
Tresean Gore,6,2,4,0.3333333333333333,0,2,0,2,0,2,0.0,1.0,0.0,1.0,-2,2,2.76,0.42,7.48,0.4,1.83,0.75,0.88,0.9,72.0,75.0,31.7,2.0,,99.0
Nick Klein,2,0,2,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,-2,0,2.51,0.56,3.41,0.39,5.79,0.35,0.66,1.9,73.0,77.0,30.4,0.0,,99.0
John Yannis,1,0,1,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,-1,0,0.0,0.0,0.55,0.71,0.0,0.0,0.0,0.0,67.0,70.0,31.6,1.0,,99.0
Austin Bashi,2,1,1,0.5,0,1,0,0,0,1,0.0,1.0,0.0,1.0,-1,1,1.75,0.47,2.34,0.48,7.81,0.41,0.62,1.7,66.0,70.0,24.4,0.0,,99.0
Felipe Bunes,3,1,2,0.3333333333333333,0,1,0,1,0,1,0.0,1.0,0.0,1.0,-1,1,2.93,0.5,4.66,0.44,1.13,0.22,0.4,2.3,67.0,69.0,36.3,0.0,,99.0
Rafael Estevam,3,3,0,1.0,0,0,3,0,0,0,0.0,0.0,1.0,0.0,3,3,2.1,0.54,2.59,0.47,6.01,0.38,0.66,0.3,68.0,69.0,29.5,0.0,,99.0
Piera Rodriguez,6,4,2,0.6666666666666666,0,0,4,0,1,0,0.0,0.0,1.0,0.0,2,2,3.54,0.47,2.81,0.55,4.53,0.54,0.73,0.0,63.0,63.0,33.3,0.0,,99.0
Robert Whittaker,24,17,7,0.7083333333333334,6,0,11,3,1,3,0.35294117647058826,0.0,0.6470588235294118,0.35294117647058826,2,9,4.39,0.43,3.36,0.59,0.73,0.38,0.82,0.0,72.0,73.0,35.2,0.0,Middleweight,9.0
Marcus McGhee,5,4,1,0.8,2,1,1,0,0,1,0.5,0.25,0.25,0.75,4,4,5.5,0.45,3.64,0.57,0.31,0.14,0.9,0.3,68.0,69.0,35.8,0.0,,99.0
Shara Magomedov,6,5,1,0.8333333333333334,2,0,3,0,0,1,0.4,0.0,0.6,0.4,4,4,5.93,0.62,3.85,0.43,0.0,0.0,0.71,0.0,74.0,73.0,31.8,0.0,,99.0
Jose Ochoa,3,1,2,0.3333333333333333,1,0,0,0,0,2,1.0,0.0,0.0,1.0,-1,1,3.01,0.37,2.33,0.6,0.43,0.5,0.59,1.3,67.0,67.0,25.1,1.0,,99.0
Bryce Mitchell,12,9,3,0.75,1,1,7,1,2,0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.2222222222222222,6,6,2.27,0.59,1.6,0.58,3.24,0.36,0.33,1.2,70.0,70.0,31.4,1.0,,99.0
Said Nurmagomedov,11,7,4,0.6363636363636364,2,3,2,0,0,4,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.7142857142857143,2,4,3.08,0.48,2.05,0.55,0.86,0.15,0.63,1.1,68.0,70.0,33.9,0.0,,99.0
Carlos Leal,3,1,2,0.3333333333333333,1,0,0,1,0,1,1.0,0.0,0.0,1.0,-1,1,9.57,0.5,7.61,0.53,0.75,0.25,0.9,0.0,71.0,74.0,31.8,0.0,,99.0
Da'Mon Blackshear,10,5,5,0.5,1,3,1,1,0,4,0.2,0.6,0.2,0.8,-2,3,4.33,0.45,4.19,0.52,1.48,0.33,0.71,1.5,70.0,72.0,31.5,2.0,,99.0
Amanda Ribas,13,7,6,0.5384615384615384,1,2,4,3,1,2,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855,4,4,4.26,0.39,3.29,0.6,2.05,0.52,0.82,0.6,64.0,66.0,32.5,0.0,Women's Strawweight,11.0
Tabatha Ricci,10,7,3,0.7,1,1,5,1,0,2,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.2857142857142857,-1,4,4.18,0.36,5.19,0.57,2.69,0.37,0.78,0.1,61.0,61.0,31.0,0.0,Women's Strawweight,8.0
Mohammad Yahya,3,0,3,0.0,0,0,0,2,0,1,0.0,0.0,0.0,0.0,-3,0,3.5,0.39,6.39,0.43,0.5,0.2,0.42,0.5,69.0,73.0,31.7,2.0,,99.0
Steven Nguyen,2,1,1,0.5,1,0,0,0,0,1,1.0,0.0,0.0,1.0,-1,1,7.47,0.42,7.1,0.6,0.24,1.0,0.88,0.0,71.0,73.0,32.7,2.0,,99.0
Martin Buday,8,7,1,0.875,0,1,6,1,0,0,0.0,0.14285714285714285,0.8571428571428571,0.14285714285714285,4,4,4.39,0.53,4.49,0.55,0.15,0.2,0.93,0.1,76.0,77.0,34.3,0.0,,99.0
Max Holloway,31,23,8,0.7419354838709677,11,2,10,1,1,6,0.4782608695652174,0.08695652173913043,0.43478260869565216,0.5652173913043478,-1,13,7.2,0.48,4.74,0.59,0.24,0.53,0.83,0.3,71.0,69.0,34.2,0.0,Lightweight,3.0
Max Holloway,31,23,8,0.7419354838709677,11,2,10,1,1,6,0.4782608695652174,0.08695652173913043,0.43478260869565216,0.5652173913043478,-1,13,7.2,0.48,4.74,0.59,0.24,0.53,0.83,0.3,71.0,69.0,34.2,0.0,Men's Pound-for-Pound,10.0
Dustin Poirier,32,22,10,0.6875,11,4,7,3,4,2,0.5,0.18181818181818182,0.3181818181818182,0.6818181818181818,4,4,5.24,0.5,4.57,0.52,1.15,0.35,0.64,1.2,69.0,72.0,37.1,1.0,,99.0
Paulo Costa,11,7,4,0.6363636363636364,4,0,3,1,0,3,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714,5,5,6.26,0.58,6.2,0.49,0.32,0.5,0.8,0.0,73.0,72.0,34.8,0.0,Middleweight,13.0
Daniel Rodriguez,14,10,4,0.7142857142857143,3,1,6,1,1,2,0.3,0.1,0.6,0.4,3,4,7.2,0.49,5.4,0.57,0.51,0.5,0.64,0.1,73.0,74.0,39.1,1.0,Welterweight,15.0
Dan Ige,20,11,9,0.55,5,1,5,0,0,9,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.5454545454545454,-1,6,3.64,0.45,3.56,0.56,0.89,0.25,0.56,0.2,67.0,71.0,34.5,0.0,Featherweight,14.0
Patricio Freire,2,1,1,0.5,0,0,1,0,0,1,0.0,0.0,1.0,0.0,-1,1,2.68,0.43,4.23,0.57,1.49,0.33,0.88,0.6,66.0,67.0,38.6,0.0,Featherweight,12.0
Daniel Zellhuber,6,3,3,0.5,0,1,2,0,0,3,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,-1,3,5.83,0.39,5.91,0.56,0.15,0.25,0.94,0.1,73.0,77.0,26.6,2.0,,99.0
Michael Johnson,31,16,15,0.5161290322580645,6,0,10,3,5,7,0.375,0.0,0.625,0.375,-1,4,4.28,0.39,3.79,0.58,0.58,0.38,0.81,0.0,70.0,73.0,39.7,1.0,,99.0
Kyler Phillips,9,6,3,0.6666666666666666,1,1,4,0,0,3,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333,3,3,5.04,0.42,3.83,0.6,2.31,0.45,0.75,0.4,68.0,72.0,30.7,0.0,Bantamweight,14.0
Francisco Prado,5,1,4,0.2,1,0,0,0,0,4,1.0,0.0,0.0,1.0,-1,1,4.09,0.43,4.95,0.54,0.94,0.19,0.5,0.5,70.0,69.0,23.7,0.0,,99.0
Robert Valentin,3,0,3,0.0,0,0,0,2,0,1,0.0,0.0,0.0,0.0,-3,0,1.13,0.56,2.83,0.32,0.0,0.0,0.55,1.3,74.0,77.0,30.9,0.0,,99.0
Islam Dulatov,1,1,0,1.0,1,0,0,0,0,0,1.0,0.0,0.0,1.0,1,1,8.78,0.54,4.24,0.5,2.2,1.0,1.0,0.0,75.0,75.0,27.5,0.0,,99.0
Marcin Prachnio,11,4,7,0.36363636363636365,1,0,3,3,3,1,0.25,0.0,0.75,0.25,-3,2,5.52,0.54,3.15,0.54,0.14,0.2,0.53,0.0,75.0,73.0,37.6,0.0,,99.0
Lukasz Brzeski,7,1,6,0.14285714285714285,0,0,1,3,1,2,0.0,0.0,1.0,0.0,-3,1,4.9,0.5,3.65,0.54,0.41,0.33,0.35,0.4,75.0,78.0,33.8,0.0,,99.0
Ryan Spann,15,9,6,0.6,3,4,2,3,2,1,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.7777777777777778,4,4,3.19,0.39,4.14,0.43,1.3,0.34,0.52,1.8,77.0,79.0,34.5,0.0,,99.0
Nicolle Caliari,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,3.46,0.38,7.01,0.53,2.88,0.24,0.0,1.0,63.0,62.0,29.3,0.0,,99.0
Carli Judice,3,2,1,0.6666666666666666,2,0,0,0,0,1,1.0,0.0,0.0,1.0,-1,2,10.73,0.52,8.08,0.55,0.7,0.25,0.77,0.0,67.0,68.0,27.0,1.0,,99.0
Stephen Thompson,22,12,10,0.5454545454545454,6,0,6,2,1,7,0.5,0.0,0.5,0.5,1,7,4.05,0.46,3.0,0.54,0.23,0.35,0.63,0.0,72.0,75.0,43.0,0.0,,99.0
Calvin Kattar,15,7,8,0.4666666666666667,4,0,3,1,0,7,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714,2,2,4.41,0.37,6.55,0.54,0.34,0.29,0.77,0.1,71.0,72.0,37.9,0.0,,99.0
Nate Landwehr,10,5,5,0.5,1,2,2,4,0,1,0.2,0.4,0.4,0.6,-1,3,5.63,0.45,5.83,0.52,0.76,0.41,0.71,0.8,69.0,72.0,37.7,0.0,,99.0
Austen Lane,6,2,4,0.3333333333333333,0,0,1,3,1,0,0.0,0.0,0.5,0.0,1,1,2.74,0.5,2.23,0.4,1.52,0.28,0.33,0.0,78.0,80.0,38.3,0.0,,99.0
Tuco Tokkos,3,1,2,0.3333333333333333,0,1,0,0,1,1,0.0,1.0,0.0,1.0,-2,1,2.12,0.4,4.27,0.46,4.21,0.47,0.33,0.5,76.0,76.0,35.6,0.0,,99.0
Chris Curtis,11,6,5,0.5454545454545454,3,0,3,1,0,3,0.5,0.0,0.5,0.5,3,3,5.98,0.5,6.19,0.54,0.0,0.0,0.82,0.0,70.0,75.0,38.6,0.0,,99.0
Max Griffin,18,8,10,0.4444444444444444,3,0,5,1,1,8,0.375,0.0,0.625,0.375,-1,3,3.76,0.47,3.7,0.58,1.28,0.4,0.7,0.3,71.0,76.0,40.2,0.0,,99.0
Chidi Njokuani,9,5,4,0.5555555555555556,3,0,2,2,1,1,0.6,0.0,0.4,0.6,2,3,4.72,0.62,2.64,0.57,0.0,0.0,0.73,0.2,75.0,80.0,37.1,0.0,,99.0
Lauren Murphy,15,8,7,0.5333333333333333,2,1,5,1,0,6,0.25,0.125,0.625,0.375,-2,5,3.94,0.38,5.19,0.56,1.09,0.24,0.67,0.2,65.0,67.0,42.6,0.0,,99.0
Mike Davis,7,5,2,0.7142857142857143,2,1,2,0,1,1,0.4,0.2,0.4,0.6,-1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,72.0,38.8,-1.0,,99.0
Mike Davis,7,5,2,0.7142857142857143,2,1,2,0,1,1,0.4,0.2,0.4,0.6,-1,4,4.73,0.53,5.23,0.54,2.4,0.44,0.6,0.8,72.0,72.0,33.4,0.0,,99.0
Mitch Ramirez,2,0,2,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,-2,0,3.51,0.44,3.98,0.37,0.59,0.33,0.25,0.0,71.0,71.0,33.3,0.0,,99.0
Melissa Martinez,3,1,2,0.3333333333333333,0,0,1,1,0,1,0.0,0.0,1.0,0.0,-1,1,3.78,0.47,5.21,0.53,0.35,0.5,0.5,0.0,62.0,66.0,28.5,1.0,,99.0
Ilia Topuria,9,9,0,1.0,6,1,2,0,0,0,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.7777777777777778,9,9,4.81,0.48,3.83,0.64,1.96,0.61,0.93,1.1,67.0,69.0,29.1,0.0,Lightweight,0.0
Ilia Topuria,9,9,0,1.0,6,1,2,0,0,0,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.7777777777777778,9,9,4.81,0.48,3.83,0.64,1.96,0.61,0.93,1.1,67.0,69.0,29.1,0.0,Men's Pound-for-Pound,2.0
Kai Kara-France,13,8,5,0.6153846153846154,3,0,5,1,2,2,0.375,0.0,0.625,0.375,3,3,4.46,0.4,3.24,0.64,0.56,0.3,0.83,0.0,64.0,69.0,32.9,0.0,,99.0
Renato Moicano,19,12,7,0.631578947368421,2,6,4,3,2,2,0.16666666666666666,0.5,0.3333333333333333,0.6666666666666666,3,4,4.17,0.48,3.57,0.59,1.67,0.41,0.62,0.5,71.0,72.0,36.7,0.0,Lightweight,10.0
Felipe Lima,3,2,1,0.6666666666666666,0,1,1,0,0,1,0.0,0.5,0.5,0.5,2,2,2.86,0.45,2.91,0.64,2.18,0.27,0.85,0.7,66.0,68.0,27.8,0.0,,99.0
Viviane Araujo,13,7,6,0.5384615384615384,1,0,6,0,0,6,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,2,2,3.84,0.47,4.83,0.55,1.72,0.43,0.75,0.6,64.0,68.0,39.2,0.0,,99.0
Jacobe Smith,2,2,0,1.0,1,1,0,0,0,0,0.5,0.5,0.0,1.0,2,2,6.21,0.66,2.86,0.47,7.42,0.9,1.0,0.8,70.0,72.0,30.1,1.0,,99.0
Alvin Hines,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,5.47,0.31,7.47,0.38,1.0,0.1,0.0,0.0,74.0,74.0,34.3,0.0,,99.0
Jamahal Hill,11,7,4,0.6363636363636364,4,0,2,3,0,1,0.5714285714285714,0.0,0.2857142857142857,0.5714285714285714,3,4,6.19,0.51,4.03,0.44,0.0,0.0,0.73,0.0,76.0,79.0,34.7,1.0,Light Heavyweight,7.0
Ignacio Bahamondes,9,6,3,0.6666666666666666,3,2,1,0,0,3,0.5,0.3333333333333333,0.16666666666666666,0.8333333333333334,-1,3,6.55,0.45,4.33,0.56,0.0,0.0,0.75,0.4,75.0,75.0,28.5,0.0,,99.0
Curtis Blaydes,20,14,6,0.7,8,0,6,5,0,0,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714,-1,4,3.56,0.5,2.0,0.58,5.38,0.48,0.31,0.0,76.0,80.0,35.0,0.0,Heavyweight,4.0
Tofiq Musayev,1,0,1,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,-1,0,0.44,0.33,0.44,0.71,0.0,0.0,0.4,0.0,69.0,69.0,36.2,0.0,,99.0
Nikolas Motta,7,3,4,0.42857142857142855,2,0,1,3,0,0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,-1,2,4.13,0.38,5.28,0.52,0.0,0.0,0.83,0.0,69.0,70.0,33.0,0.0,,99.0
Melissa Mullins,4,2,2,0.5,1,0,1,1,0,1,0.5,0.0,0.5,0.5,1,1,3.71,0.5,4.39,0.52,2.03,0.42,0.85,0.0,67.0,68.0,34.6,0.0,,99.0
Daria Zhelezniakova,3,2,1,0.6666666666666666,0,0,2,0,1,0,0.0,0.0,1.0,0.0,1,1,4.75,0.41,2.83,0.68,0.44,1.0,0.5,0.0,69.0,68.0,30.1,0.0,,99.0
Mohammed Usman,6,4,2,0.6666666666666666,1,0,3,0,0,2,0.25,0.0,0.75,0.25,3,3,3.85,0.39,4.27,0.51,0.56,0.14,0.66,0.0,74.0,79.0,36.9,0.0,,99.0
Kamaru Usman,19,16,3,0.8421052631578947,4,1,11,1,0,2,0.25,0.0625,0.6875,0.3125,15,15,4.16,0.51,2.67,0.55,2.79,0.44,0.89,0.1,72.0,76.0,38.8,2.0,Welterweight,8.0
Joaquin Buckley,16,11,5,0.6875,8,0,3,3,0,2,0.7272727272727273,0.0,0.2727272727272727,0.7272727272727273,-1,6,3.88,0.36,2.93,0.59,1.54,0.45,0.72,0.1,70.0,76.0,31.8,1.0,Welterweight,10.0
Miranda Maverick,12,8,4,0.6666666666666666,1,2,5,0,0,4,0.125,0.25,0.625,0.375,2,4,3.22,0.44,2.25,0.61,2.16,0.4,0.45,0.4,63.0,65.0,28.6,1.0,Women's Flyweight,9.0
Cody Garbrandt,16,9,7,0.5625,6,0,3,4,1,2,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,6,6,2.88,0.39,3.64,0.59,0.93,0.27,0.83,0.0,68.0,65.0,34.6,0.0,,99.0
Court McGee,24,11,13,0.4583333333333333,0,3,8,3,0,10,0.0,0.2727272727272727,0.7272727272727273,0.2727272727272727,3,3,4.5,0.36,3.65,0.6,1.78,0.24,0.7,0.5,71.0,75.0,41.2,0.0,,99.0
Michael Chiesa,21,14,7,0.6666666666666666,0,8,6,1,5,1,0.0,0.5714285714285714,0.42857142857142855,0.5714285714285714,2,4,2.03,0.4,1.73,0.57,3.05,0.47,0.67,1.0,73.0,75.0,38.2,1.0,,99.0
Kris Moutinho,3,0,3,0.0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,-3,0,4.51,0.31,14.68,0.29,0.0,0.0,0.0,0.0,67.0,68.0,33.5,1.0,,99.0
Cameron Smotherman,3,1,2,0.3333333333333333,0,0,1,0,0,2,0.0,0.0,1.0,0.0,1,1,4.07,0.37,3.52,0.58,0.0,0.0,0.62,0.0,69.0,69.0,28.4,0.0,,99.0
Ange Loosa,6,2,4,0.3333333333333333,0,0,2,1,0,2,0.0,0.0,1.0,0.0,-1,2,5.46,0.46,6.59,0.52,2.53,0.39,0.83,0.2,70.0,74.0,32.9,0.0,,99.0
Vanessa Demopoulos,10,5,5,0.5,0,1,4,0,1,4,0.0,0.2,0.8,0.2,-1,3,3.37,0.39,5.39,0.41,0.32,0.09,0.26,0.4,62.0,59.0,37.4,0.0,,99.0
Julianna Pena,12,8,4,0.6666666666666666,2,2,4,0,3,1,0.25,0.25,0.5,0.5,4,4,3.1,0.44,2.56,0.57,1.7,0.54,0.24,0.8,66.0,69.0,36.5,0.0,Women's Bantamweight,1.0
Julianna Pena,12,8,4,0.6666666666666666,2,2,4,0,3,1,0.25,0.25,0.5,0.5,4,4,3.1,0.44,2.56,0.57,1.7,0.54,0.24,0.8,66.0,69.0,36.5,0.0,Women's Pound-for-Pound,8.0
Kayla Harrison,3,3,0,1.0,0,2,1,0,0,0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3,3,4.29,0.62,1.1,0.66,2.84,0.37,1.0,0.9,68.0,66.0,35.6,1.0,Women's Bantamweight,0.0
Kayla Harrison,3,3,0,1.0,0,2,1,0,0,0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3,3,4.29,0.62,1.1,0.66,2.84,0.37,1.0,0.9,68.0,66.0,35.6,1.0,Women's Pound-for-Pound,2.0
Serghei Spivac,14,8,6,0.5714285714285714,3,3,2,4,0,2,0.375,0.375,0.25,0.75,-1,3,3.45,0.48,4.25,0.5,4.21,0.62,0.63,0.5,75.0,78.0,31.1,0.0,Heavyweight,7.0
Khaos Williams,10,6,4,0.6,4,0,2,0,1,3,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,2,2,4.94,0.39,5.39,0.4,0.0,0.0,0.51,0.0,72.0,77.0,31.9,0.0,,99.0
Ariane da Silva,14,6,8,0.42857142857142855,0,2,4,3,1,4,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,-2,3,4.05,0.41,4.4,0.5,0.47,0.38,0.68,0.3,66.0,67.0,32.1,0.0,,99.0
Jeka Saragih,4,1,3,0.25,1,0,0,2,1,0,1.0,0.0,0.0,1.0,-1,1,2.75,0.5,2.82,0.4,2.17,0.8,0.66,0.5,68.0,69.0,31.1,0.0,,99.0
Yanal Ashmouz,4,2,2,0.5,1,0,1,0,0,2,0.5,0.0,0.5,0.5,1,1,2.88,0.5,4.78,0.5,3.24,0.38,0.64,0.0,69.0,69.0,30.9,0.0,,99.0
MarQuel Mederos,3,3,0,1.0,0,0,3,0,0,0,0.0,0.0,1.0,0.0,3,3,4.84,0.56,2.99,0.58,0.0,0.0,0.83,0.0,70.0,69.0,29.2,0.0,,99.0
Mark Choinski,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,3.87,0.5,7.33,0.33,2.0,0.18,0.0,0.0,68.0,69.0,30.3,0.0,,99.0
Billy Ray Goff,3,1,2,0.3333333333333333,1,0,0,0,1,1,1.0,0.0,0.0,1.0,1,1,7.51,0.46,5.02,0.59,1.75,0.16,0.66,0.0,70.0,72.0,27.7,2.0,,99.0
Bruno Lopes,2,1,1,0.5,0,0,1,1,0,0,0.0,0.0,1.0,0.0,1,1,2.81,0.43,3.38,0.57,2.51,0.33,1.0,0.0,74.0,74.0,32.8,0.0,,99.0
Kurt Holobaugh,9,2,7,0.2222222222222222,0,1,1,1,2,4,0.0,0.5,0.5,0.5,-4,1,4.58,0.44,4.24,0.49,0.65,0.33,0.38,0.8,71.0,70.0,39.4,0.0,,99.0
Jordan Leavitt,8,5,3,0.625,2,2,1,0,2,1,0.4,0.4,0.2,0.8,1,2,2.49,0.61,1.79,0.57,2.92,0.3,0.3,1.3,69.0,71.0,30.7,1.0,,99.0
Rayanne dos Santos,3,0,3,0.0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-3,0,4.57,0.4,6.47,0.59,0.5,0.14,0.8,0.0,62.0,62.0,30.7,0.0,,99.0
Gilbert Burns,24,15,9,0.625,3,5,7,4,0,5,0.2,0.3333333333333333,0.4666666666666667,0.5333333333333333,3,6,3.15,0.48,3.64,0.52,2.12,0.37,0.53,0.5,70.0,71.0,39.6,0.0,Welterweight,12.0
Sodiq Yusuff,10,6,4,0.6,2,1,3,1,0,3,0.3333333333333333,0.16666666666666666,0.5,0.5,4,4,5.27,0.49,4.29,0.53,0.36,0.23,0.62,0.4,69.0,71.0,32.7,0.0,,99.0
Nursulton Ruziboev,5,4,1,0.8,3,0,1,0,0,1,0.75,0.0,0.25,0.75,2,2,2.59,0.46,2.89,0.48,0.75,0.66,0.33,0.0,77.0,76.0,32.2,0.0,,99.0
Julian Erosa,17,9,8,0.5294117647058824,2,4,3,6,0,2,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.6666666666666666,1,3,6.21,0.48,6.27,0.48,1.78,0.43,0.61,0.7,73.0,74.0,36.5,1.0,,99.0
